,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
379,Jenelle,Mc-Kerley,Female,40,1942-01-23,Financial Services,Mass Customer,N,Yes,16,9 Springview Terrace,4068,QLD,Australia,5,378,0.9562499999999999
380,Gabrila,Toopin,Female,7,1963-01-14,Manufacturing,Mass Customer,N,No,12,1914 Oakridge Place,2456,NSW,Australia,6,378,0.9562499999999999
381,Almira,Mangion,Female,4,1996-01-24,Financial Services,Affluent Customer,N,Yes,2,179 Anzinger Center,2230,NSW,Australia,12,382,0.95
382,Arty,Strudwick,Male,85,1964-01-31,Health,Mass Customer,N,Yes,8,62 Melrose Court,2211,NSW,Australia,10,382,0.95
383,Alexa,Dillet,Female,65,1944-10-05,Entertainment,Affluent Customer,N,No,17,84650 Novick Point,2261,NSW,Australia,7,382,0.95
384,Palmer,Heaven,Male,82,1995-05-18,Financial Services,Affluent Customer,N,Yes,9,5 Hoard Parkway,3754,VIC,Australia,6,382,0.95
385,Porter,Buckenhill,Male,46,1954-06-14,Manufacturing,High Net Worth,N,Yes,9,376 Talmadge Street,4124,QLD,Australia,7,386,0.945625
386,Kizzee,Kemston,Female,11,1961-09-29,Health,Mass Customer,N,No,13,5979 Green Ridge Way,2767,NSW,Australia,8,386,0.945625
387,Isadora,Ducker,Female,15,1973-08-25,,Affluent Customer,N,Yes,8,2972 Holy Cross Crossing,3153,VIC,Australia,5,386,0.945625
388,Giffie,Offill,Male,51,1993-03-02,Telecommunications,Affluent Customer,N,No,5,89 Riverside Court,4740,QLD,Australia,3,386,0.945625
389,Fara,Sarath,Female,75,1948-06-30,,Mass Customer,N,No,22,540 Forest Run Plaza,2168,NSW,Australia,7,386,0.945625
390,Carolann,Raatz,Female,25,1979-02-26,,High Net Worth,N,No,21,817 Bunker Hill Place,3977,VIC,Australia,6,386,0.945625
391,Tamar,Windmill,Female,92,1939-08-28,Manufacturing,Affluent Customer,N,No,10,4669 Troy Place,2207,NSW,Australia,10,386,0.945625
392,Kipp,Stockport,Male,36,1982-12-10,Retail,Mass Customer,N,Yes,6,02 Roth Drive,2022,NSW,Australia,11,386,0.945625
393,Packston,Wackett,Male,10,1950-04-26,Financial Services,Mass Customer,N,No,19,7 Northridge Court,3192,VIC,Australia,9,386,0.945625
394,Hanson,Eastes,Male,74,1990-05-20,Manufacturing,Mass Customer,N,Yes,5,5735 Starling Plaza,3056,VIC,Australia,9,395,0.94
395,Demetria,Bausor,Female,73,1961-12-22,Entertainment,Mass Customer,N,Yes,9,97 Transport Plaza,2097,NSW,Australia,12,396,0.9375
396,Lura,Fawdrie,Female,66,2002-01-17,Health,Mass Customer,N,Yes,4,67183 Anniversary Parkway,4211,QLD,Australia,3,396,0.9375
397,Nora,Anselm,Female,84,1961-01-05,Entertainment,High Net Worth,N,Yes,15,2 Emmet Parkway,4342,QLD,Australia,5,396,0.9375
398,Estevan,Eastment,Male,54,1942-08-09,Health,Mass Customer,N,Yes,21,61926 Tomscot Hill,2019,NSW,Australia,8,396,0.9375
399,Aloysius,Glowacz,Male,72,1979-03-24,Financial Services,Affluent Customer,N,No,18,07 Susan Lane,2232,NSW,Australia,10,396,0.9375
400,Bastien,Ibbeson,Male,53,1976-11-04,IT,Mass Customer,N,No,12,43094 Kedzie Pass,2487,NSW,Australia,5,401,0.935
401,Otha,Langworthy,Female,91,1967-01-20,Financial Services,Mass Customer,N,Yes,13,678 Lyons Trail,3130,VIC,Australia,10,401,0.935
402,Gannie,Bargh,Male,56,1955-02-13,,Mass Customer,N,Yes,13,1832 Burning Wood Place,3201,VIC,Australia,7,401,0.935
403,Dwayne,Doel,Male,80,1978-01-21,Financial Services,Affluent Customer,N,Yes,17,5642 Debs Terrace,2223,NSW,Australia,11,401,0.935
404,Leese,Huckleby,Female,67,1977-09-10,Manufacturing,High Net Worth,N,Yes,16,73 Riverside Trail,3777,VIC,Australia,7,405,0.93
405,Dodi,Kiggel,Female,5,1980-08-15,Financial Services,Mass Customer,N,Yes,13,05 Everett Trail,2114,NSW,Australia,11,405,0.93
406,Kippar,Brimilcome,Male,21,1938-11-29,Health,Mass Customer,N,No,19,082 Welch Lane,2089,NSW,Australia,11,405,0.93
407,Corinna,Beretta,Female,24,1996-02-29,Health,High Net Worth,N,No,12,72 Mccormick Circle,3023,VIC,Australia,7,408,0.9296875
408,Laurie,Odlin,Female,75,1983-03-08,Health,High Net Worth,N,No,10,15669 Arizona Trail,3194,VIC,Australia,10,409,0.925
409,Mair,Erett,Female,15,1957-12-05,,Affluent Customer,N,No,18,79 Armistice Parkway,2117,NSW,Australia,7,409,0.925
410,Marcelia,Copins,Female,81,1946-03-15,,Mass Customer,N,Yes,21,330 Melby Terrace,2259,NSW,Australia,8,409,0.925
411,Tanner,Terlinden,Male,84,1995-12-09,Manufacturing,Mass Customer,N,No,14,2637 Monument Trail,3106,VIC,Australia,11,409,0.925
412,Hilliard,Dullard,Male,65,1954-07-18,Manufacturing,Mass Customer,N,No,17,37919 Old Gate Park,2163,NSW,Australia,8,409,0.925
413,Justinn,Haruard,Female,48,1958-08-28,Health,High Net Worth,N,No,11,00 Judy Terrace,2035,NSW,Australia,12,414,0.924375
414,Wyn,Meach,Male,37,1938-09-10,Manufacturing,Mass Customer,N,No,9,79 Armistice Junction,2765,NSW,Australia,9,415,0.9218749999999999
415,Art,Shardlow,Male,57,1963-10-15,Argiculture,Mass Customer,N,Yes,15,7 Clemons Circle,4350,QLD,Australia,2,415,0.9218749999999999
416,Dennis,Varnham,Male,57,1953-05-17,Entertainment,Affluent Customer,N,No,17,6455 Mayfield Street,3350,VIC,Australia,3,415,0.9218749999999999
417,Freddi,Litherborough,Female,46,1989-01-14,Financial Services,Mass Customer,N,No,7,7873 Meadow Vale Plaza,2460,NSW,Australia,3,418,0.918
418,Salomon,Perkins,Male,76,1998-01-12,Financial Services,Affluent Customer,N,Yes,1,45 Banding Hill,2009,NSW,Australia,10,419,0.91640625
419,Sherill,LN_unkown,Female,33,1991-12-18,Financial Services,Mass Customer,N,No,3,53 Moulton Avenue,2880,NSW,Australia,1,420,0.91375
420,Queenie,Learie,Female,90,1948-01-24,Property,Mass Customer,N,No,12,7 Sauthoff Park,2073,NSW,Australia,11,420,0.91375
421,Etan,Prinett,Male,97,1970-01-21,Argiculture,Mass Customer,N,Yes,10,9082 Waywood Avenue,2250,NSW,Australia,8,420,0.91375
422,Donaugh,Benedict,Male,3,1991-12-01,Property,Mass Customer,N,No,12,30049 Brown Road,2233,NSW,Australia,9,420,0.91375
423,Harwell,Kleinstein,Male,87,1993-10-18,Retail,Affluent Customer,N,No,15,7 Huxley Trail,3818,VIC,Australia,5,420,0.91375
424,Cheston,Hritzko,Male,70,1945-11-08,Manufacturing,Mass Customer,N,Yes,19,3 Service Center,2127,NSW,Australia,9,420,0.91375
425,Suzy,Trounson,Female,13,1947-07-19,Financial Services,Mass Customer,N,Yes,20,0627 Golf Center,4152,QLD,Australia,9,420,0.91375
426,Jobie,Runacres,Female,96,1975-01-08,,Mass Customer,N,Yes,18,24960 Shopko Crossing,2528,NSW,Australia,7,427,0.9125
427,Guenna,Filisov,Female,52,1969-02-09,Manufacturing,High Net Worth,N,No,13,43 Stoughton Drive,2154,NSW,Australia,9,427,0.9125
428,Opal,Cleare,Female,6,1977-09-26,Property,Affluent Customer,N,Yes,20,247 Blue Bill Park Parkway,2066,NSW,Australia,9,429,0.91
429,Ottilie,Wanless,Female,51,1940-11-10,,Affluent Customer,N,No,8,2 David Pass,2720,NSW,Australia,4,430,0.9095
430,Kipper,Circuit,Male,23,1974-12-12,Argiculture,Mass Customer,N,Yes,4,3867 Barby Hill,2140,NSW,Australia,8,430,0.9095
431,Marilin,Frome,Female,58,1975-12-22,IT,Mass Customer,N,Yes,17,52 Bobwhite Court,2219,NSW,Australia,9,430,0.9095
432,Arel,Abramovitz,Male,72,1957-11-12,Health,Mass Customer,N,No,16,32249 Sycamore Way,4650,QLD,Australia,4,433,0.90625
433,Kit,Easdon,Male,61,1978-10-26,Property,Affluent Customer,N,No,12,3 Roth Junction,3156,VIC,Australia,8,433,0.90625
434,Gregg,Aimeric,U,52,1971-04-20,IT,Mass Customer,N,No,7,72423 Surrey Street,3753,VIC,Australia,5,433,0.90625
435,Skipp,Swales,Male,15,1973-11-14,Entertainment,High Net Worth,N,Yes,22,76 Green Ridge Drive,3029,VIC,Australia,7,436,0.903125
436,Frederich,Glantz,Male,37,1997-08-27,Manufacturing,High Net Worth,N,Yes,10,9 Glacier Hill Circle,2762,NSW,Australia,8,436,0.903125
437,Rodolph,Denniss,Male,28,1974-08-07,Property,Affluent Customer,N,Yes,7,91281 Transport Center,3356,VIC,Australia,2,436,0.903125
438,Craggie,Dering,Male,47,1952-10-05,Financial Services,Mass Customer,N,No,7,11 Paget Road,2125,NSW,Australia,10,436,0.903125
439,Johna,Bunker,U,93,1971-04-20,IT,Mass Customer,N,Yes,14,3686 Waubesa Way,3065,VIC,Australia,6,436,0.903125
440,Giralda,MacPeake,Female,59,1941-04-04,Entertainment,High Net Worth,N,Yes,14,6 Killdeer Way,2705,NSW,Australia,1,441,0.901
441,Rodney,Trethewey,Male,16,1997-03-17,Financial Services,Affluent Customer,N,No,15,737 Service Lane,3030,VIC,Australia,8,441,0.901
442,Theresina,LN_unkown,Female,30,1987-03-01,Argiculture,Mass Customer,N,Yes,14,253 Katie Junction,2650,NSW,Australia,2,441,0.901
443,Gleda,Howerd,Female,59,1964-01-22,IT,Mass Customer,N,No,6,481 Moulton Place,2440,NSW,Australia,2,444,0.9
444,Melany,Ladewig,Female,76,1972-05-17,Financial Services,Mass Customer,N,Yes,10,3864 Sheridan Alley,4130,QLD,Australia,7,444,0.9
445,Claudell,Rounsefell,Male,67,1993-11-27,Financial Services,Affluent Customer,N,No,8,61416 Karstens Place,4217,QLD,Australia,5,444,0.9
446,Garwin,Nurden,Male,54,1958-04-19,Property,High Net Worth,N,Yes,5,0 Union Parkway,3142,VIC,Australia,11,444,0.9
447,Bunny,Leebetter,Female,83,1966-04-30,Manufacturing,High Net Worth,N,Yes,8,4 Lukken Lane,4301,QLD,Australia,4,444,0.9
448,Matias,Melloi,Male,61,1977-02-03,Retail,Affluent Customer,N,No,11,1507 Schlimgen Trail,2155,NSW,Australia,10,444,0.9
449,Sada,Dowyer,Female,47,1998-11-22,,High Net Worth,N,Yes,3,4 Meadow Ridge Place,2090,NSW,Australia,10,450,0.8999999999999999
450,Anet,Roseman,Female,84,1996-11-24,Financial Services,Mass Customer,N,No,9,31 Melody Circle,3814,VIC,Australia,4,450,0.8999999999999999
451,Katie,Warhurst,Female,0,1991-12-02,Retail,High Net Worth,N,Yes,14,96 Rutledge Drive,3064,VIC,Australia,5,450,0.8999999999999999
452,Celia,Bryden,Female,12,1943-04-06,Manufacturing,High Net Worth,N,No,21,2905 Towne Place,2114,NSW,Australia,9,450,0.8999999999999999
453,Stearne,Trolley,Male,42,1982-02-01,Financial Services,High Net Worth,N,No,14,638 Caliangt Avenue,2137,NSW,Australia,11,450,0.8999999999999999
454,Tristam,Larose,Male,70,1985-01-29,Financial Services,Mass Customer,N,No,17,9645 Moose Terrace,2137,NSW,Australia,11,455,0.8925
455,Laurena,LN_unkown,Female,21,1961-07-31,,High Net Worth,N,No,10,7 Messerschmidt Crossing,3810,VIC,Australia,6,455,0.8925
456,Heloise,Fairpool,Female,17,1976-09-07,Manufacturing,High Net Worth,N,No,17,005 Loeprich Way,4680,QLD,Australia,3,455,0.8925
457,Dory,Malpass,Female,19,1972-08-27,,Affluent Customer,N,Yes,13,3653 Steensland Road,4103,QLD,Australia,8,455,0.8925
458,Marcellina,Baynton,Female,60,1947-03-11,Financial Services,Mass Customer,N,No,16,56 Comanche Terrace,3141,VIC,Australia,10,455,0.8925
459,Gregorius,Leal,Male,7,1951-04-29,Retail,Affluent Customer,N,Yes,21,66 Merry Court,2033,NSW,Australia,12,455,0.8925
460,Deana,Canton,Female,67,1974-11-25,Property,Mass Customer,N,Yes,14,92 Ludington Street,4301,QLD,Australia,3,455,0.8925
461,Kori,Sparsholt,Female,59,1940-05-19,,Mass Customer,N,Yes,19,37 Rigney Park,2171,NSW,Australia,9,455,0.8925
462,Lucky,Klainman,Female,24,1947-11-26,Retail,Mass Customer,N,No,8,0796 Barnett Plaza,3758,VIC,Australia,4,455,0.8925
463,Erasmus,Olenchenko,Male,56,1965-02-03,Property,Mass Customer,N,Yes,5,415 Rockefeller Trail,2484,NSW,Australia,7,464,0.8906249999999999
464,Carita,Sand,Female,25,1977-03-20,Retail,Mass Customer,N,No,16,846 Loftsgordon Crossing,2154,NSW,Australia,11,464,0.8906249999999999
465,Lynnett,Tipper,Female,22,1993-08-03,Health,High Net Worth,N,Yes,2,9 Ridgeview Avenue,3109,VIC,Australia,10,466,0.89
466,Thorn,Stigers,Male,42,1972-05-19,Financial Services,Mass Customer,N,No,19,6218 Delladonna Parkway,4115,QLD,Australia,8,466,0.89
467,Lela,Billing,Female,38,1970-12-17,,Mass Customer,N,Yes,18,095 Glacier Hill Circle,2571,NSW,Australia,7,468,0.8898437499999999
468,Norah,Mapis,Female,75,2000-12-09,Argiculture,Mass Customer,N,No,10,057 Victoria Crossing,2263,NSW,Australia,9,468,0.8898437499999999
469,Moina,Rosenbaum,Female,50,2001-08-04,IT,Mass Customer,N,No,14,0 Memorial Road,3109,VIC,Australia,10,468,0.8898437499999999
470,Ceciley,Harg,Female,50,1990-10-19,Retail,Mass Customer,N,Yes,4,409 Starling Lane,4172,QLD,Australia,7,471,0.8875
471,Torry,de la Valette Parisot,Male,95,1967-03-14,Telecommunications,Mass Customer,N,Yes,18,36963 Pierstorff Terrace,3168,VIC,Australia,9,471,0.8875
472,Sigismund,Sedger,Male,9,1999-11-29,Manufacturing,Affluent Customer,N,No,7,8069 Sunbrook Way,2155,NSW,Australia,10,473,0.884
473,Irvine,Headon,Male,99,1956-04-21,IT,Affluent Customer,N,Yes,20,9 Hovde Way,2322,NSW,Australia,5,473,0.884
474,Laurie,LN_unkown,Male,31,1979-07-28,Entertainment,Mass Customer,N,Yes,15,94 Barby Lane,2210,NSW,Australia,10,475,0.8818749999999999
475,Tomkin,Bernlin,Male,7,2001-12-29,Health,Affluent Customer,N,Yes,9,0492 Kings Street,2480,NSW,Australia,3,475,0.8818749999999999
476,Genni,Fanstone,Female,25,1972-07-29,Entertainment,Mass Customer,N,No,16,1 Fair Oaks Alley,3149,VIC,Australia,10,475,0.8818749999999999
477,Blondie,LN_unkown,Female,43,1995-10-03,Financial Services,High Net Worth,N,No,11,780 Norway Maple Hill,2565,NSW,Australia,8,478,0.88
478,Aloysius,Killingsworth,Male,89,1957-02-14,,Mass Customer,N,No,12,625 Mandrake Junction,2145,NSW,Australia,9,478,0.88
479,Carola,Philler,Female,73,1951-04-30,Health,High Net Worth,N,No,15,1037 Roth Park,2145,NSW,Australia,7,478,0.88
480,Fitzgerald,Hellikes,Male,25,1979-07-28,Health,Mass Customer,N,Yes,10,315 Center Park,3040,VIC,Australia,7,478,0.88
481,Ingmar,Okenden,Male,97,1959-03-01,Financial Services,Mass Customer,N,Yes,8,1 Graceland Plaza,3216,VIC,Australia,2,478,0.88
482,Tina,Dunstan,Female,13,1939-03-06,Retail,Affluent Customer,N,No,13,98555 Victoria Hill,2171,NSW,Australia,7,483,0.8765625
483,Huberto,Mollatt,Male,82,1961-08-27,,Mass Customer,N,Yes,14,31121 Pierstorff Center,2770,NSW,Australia,7,483,0.8765625
484,Georgi,LN_unkown,Male,29,1970-01-14,Manufacturing,High Net Worth,N,No,11,59 Garrison Terrace,3215,VIC,Australia,4,485,0.8755
485,Adolpho,Bellerby,Male,46,1944-10-25,Financial Services,High Net Worth,N,Yes,13,2763 Buhler Circle,4305,QLD,Australia,4,486,0.875
486,Kelsey,Hatt,Female,69,1966-06-27,Financial Services,High Net Worth,N,No,8,309 Maple Wood Pass,3930,VIC,Australia,6,486,0.875
487,Lucien,LN_unkown,Male,83,1966-09-14,Financial Services,High Net Worth,N,Yes,19,777 Fairfield Court,4305,QLD,Australia,3,486,0.875
488,Ariel,McCloid,Male,4,1994-03-13,,High Net Worth,N,Yes,6,99 Quincy Parkway,3630,VIC,Australia,1,486,0.875
489,Bevvy,Openshaw,Female,68,1975-06-15,,Affluent Customer,N,Yes,10,902 Westend Lane,2318,NSW,Australia,3,486,0.875
490,Alexina,Mabley,Female,72,1975-10-12,Manufacturing,Mass Customer,N,Yes,10,9 Rieder Junction,2573,NSW,Australia,9,486,0.875
491,Dawn,Pyffe,Female,56,1965-05-28,Retail,Mass Customer,N,No,11,734 Veith Way,3155,VIC,Australia,8,492,0.8712499999999999
492,Claudette,Renackowna,Female,55,1996-02-11,Manufacturing,Mass Customer,N,No,2,0800 Dahle Alley,2148,NSW,Australia,8,492,0.8712499999999999
493,Elianora,Poolton,Female,15,1944-06-14,,Mass Customer,N,Yes,21,5 Macpherson Drive,3134,VIC,Australia,9,494,0.867
494,Park,LN_unkown,Male,39,1977-11-08,IT,Affluent Customer,N,No,14,07 Boyd Drive,4350,QLD,Australia,7,495,0.86328125
495,Anthony,Lindstrom,Male,86,1997-11-01,Financial Services,Affluent Customer,N,Yes,10,427 Oak Avenue,2205,NSW,Australia,10,495,0.86328125
496,Liane,Poizer,Female,59,1952-05-05,Property,High Net Worth,N,No,13,390 Express Plaza,2076,NSW,Australia,11,495,0.86328125
497,Romonda,Hallt,Female,69,1960-05-09,,Affluent Customer,N,No,15,703 Ludington Plaza,2480,NSW,Australia,4,498,0.8606250000000001
498,Sula,Thomann,Female,56,1989-03-17,,Mass Customer,N,No,6,7 Dayton Circle,2160,NSW,Australia,9,498,0.8606250000000001
499,Renell,Earley,Female,5,1954-10-21,Financial Services,Mass Customer,N,Yes,11,79 Manufacturers Plaza,4171,QLD,Australia,5,500,0.86
500,Cliff,Philipsson,Male,82,1967-02-02,Argiculture,Mass Customer,N,No,16,600 Artisan Drive,3149,VIC,Australia,10,500,0.86
501,Clevey,Aisthorpe,Male,27,1976-09-20,,Mass Customer,N,Yes,8,0 Veith Way,2009,NSW,Australia,9,502,0.8584999999999999
502,Cariotta,LN_unkown,Female,10,1974-08-19,Entertainment,Affluent Customer,N,Yes,17,2336 Continental Point,2527,NSW,Australia,7,502,0.8584999999999999
503,George,Jose,Male,68,1960-12-19,Retail,High Net Worth,N,Yes,20,535 Corben Point,4680,QLD,Australia,4,504,0.8500000000000001
504,Kissiah,Foat,Female,30,1975-09-11,,Mass Customer,N,Yes,19,1690 Forster Place,2281,NSW,Australia,9,504,0.8500000000000001
505,Milty,Brauninger,Male,13,1945-07-10,,High Net Worth,N,No,11,54 6th Trail,2640,NSW,Australia,7,504,0.8500000000000001
506,Killian,Nettles,Male,44,1980-09-01,,Affluent Customer,N,No,4,16 Pepper Wood Junction,3803,VIC,Australia,7,507,0.85
507,Fredia,Favelle,Female,94,1974-08-29,,Mass Customer,N,Yes,19,4 Arapahoe Terrace,4014,QLD,Australia,8,507,0.85
508,Katleen,Arnoult,Female,6,1976-11-24,Manufacturing,Mass Customer,N,Yes,13,540 Farragut Avenue,2066,NSW,Australia,9,507,0.85
509,Gaultiero,Fibbens,Male,41,1980-03-14,,Affluent Customer,N,No,9,938 Bartillon Hill,2035,NSW,Australia,11,507,0.85
510,Inglebert,Aspinal,Male,4,1973-10-13,Financial Services,Mass Customer,N,No,11,612 Annamark Center,2176,NSW,Australia,8,507,0.85
511,Jammal,Devenny,Male,57,1999-05-14,Retail,High Net Worth,N,No,12,18 Sage Plaza,3152,VIC,Australia,9,507,0.85
512,Adriane,Richardson,Female,81,1976-03-10,Manufacturing,High Net Worth,N,No,9,4 Randy Street,3070,VIC,Australia,8,513,0.8415
513,Jodi,Lermit,Female,94,1954-01-30,Health,Mass Customer,N,Yes,10,05 Corry Center,4021,QLD,Australia,2,513,0.8415
514,Emelia,Ackwood,Female,72,1988-09-30,Financial Services,Mass Customer,N,Yes,10,1 South Street,4183,QLD,Australia,9,515,0.839375
515,Andee,Huke,Female,91,1971-06-28,Manufacturing,Mass Customer,N,No,9,4810 Kim Park,3858,VIC,Australia,2,515,0.839375
516,Isa,Fominov,Male,75,2001-06-21,,Mass Customer,N,Yes,5,80388 Ryan Place,2010,NSW,Australia,9,515,0.839375
517,Zabrina,Margram,Female,87,1964-05-15,Manufacturing,High Net Worth,N,Yes,11,1092 Kinsman Parkway,4053,QLD,Australia,8,515,0.839375
518,Maddalena,Angood,Female,79,1999-07-28,Manufacturing,Affluent Customer,N,No,12,1 Bluejay Court,2320,NSW,Australia,4,515,0.839375
519,Sofie,Worsfold,Female,87,1954-10-06,Retail,Mass Customer,N,Yes,9,7 Maple Wood Plaza,4125,QLD,Australia,6,520,0.8375
520,Elmira,Vasilyev,Female,33,1951-10-14,Manufacturing,High Net Worth,N,No,12,12 Eastlawn Terrace,2007,NSW,Australia,9,520,0.8375
521,Free,Rowland,Male,42,1956-05-17,,Mass Customer,N,Yes,12,24929 Spaight Junction,3796,VIC,Australia,8,520,0.8375
522,Worthington,Cohane,Male,60,1991-01-23,Entertainment,High Net Worth,N,No,2,846 Daystar Lane,2000,NSW,Australia,12,520,0.8375
523,Bailey,Bereford,Male,44,1950-09-30,Argiculture,Affluent Customer,N,Yes,11,36 Golf Course Circle,2444,NSW,Australia,6,524,0.83671875
524,Perry,Whitehurst,Male,79,1980-05-29,Manufacturing,High Net Worth,N,Yes,8,0 Nelson Crossing,3155,VIC,Australia,7,524,0.83671875
525,Antony,Tuma,Male,11,1954-03-10,Telecommunications,High Net Worth,N,Yes,13,93264 Almo Plaza,3078,VIC,Australia,10,526,0.833
526,Corene,Hallgate,Female,26,1964-11-06,Financial Services,Mass Customer,N,Yes,14,2109 Shoshone Court,3103,VIC,Australia,12,526,0.833
527,Nico,Chadwick,Male,97,1953-05-24,Financial Services,Affluent Customer,N,No,13,355 Roxbury Lane,3190,VIC,Australia,8,526,0.833
528,Joline,Skipperbottom,Female,59,1972-06-27,,High Net Worth,N,No,9,2 Warrior Crossing,2161,NSW,Australia,9,529,0.83
529,Ivy,Farr,Female,56,1973-07-03,IT,High Net Worth,N,No,19,08470 Kingsford Lane,2120,NSW,Australia,11,530,0.8287500000000001
530,Dallas,Lavalde,Female,18,1998-12-19,,Mass Customer,N,No,12,16898 Donald Plaza,2323,NSW,Australia,4,530,0.8287500000000001
531,Amabel,LN_unkown,Female,71,1981-09-14,Financial Services,Mass Customer,N,Yes,9,3128 Mallory Pass,2144,NSW,Australia,6,530,0.8287500000000001
532,Hilario,McCulloch,Male,61,1986-01-10,Retail,Mass Customer,N,No,8,799 Luster Road,3051,VIC,Australia,8,530,0.8287500000000001
533,Jim,Haddrell,Male,55,1955-04-08,Financial Services,Mass Customer,N,No,9,53 Dryden Trail,2358,NSW,Australia,3,530,0.8287500000000001
534,Jacobo,Mucklow,Male,62,1952-12-04,Financial Services,High Net Worth,N,Yes,22,5512 Ronald Regan Hill,3122,VIC,Australia,8,530,0.8287500000000001
535,Gretel,Paschke,Female,10,1956-05-29,Financial Services,Mass Customer,N,Yes,17,72 Melrose Street,4074,QLD,Australia,7,536,0.8250000000000001
536,Jethro,Mertel,Male,16,1978-12-10,Argiculture,Mass Customer,N,Yes,15,3460 Dapin Street,2262,NSW,Australia,6,536,0.8250000000000001
537,Dwain,Hatch,Male,62,1994-11-16,Health,Affluent Customer,N,No,15,5 Hovde Lane,3028,VIC,Australia,8,536,0.8250000000000001
538,Lucretia,D'Agostini,Female,41,1978-12-14,Manufacturing,High Net Worth,N,No,15,4 Gale Center,3185,VIC,Australia,7,536,0.8250000000000001
539,Claude,Bowstead,Female,37,1997-11-29,Manufacturing,Mass Customer,N,No,7,5263 Stone Corner Crossing,2217,NSW,Australia,12,536,0.8250000000000001
540,Donn,MacGregor,Male,80,1965-04-22,Manufacturing,High Net Worth,N,No,5,0439 Mandrake Park,2046,NSW,Australia,10,536,0.8250000000000001
541,Laurel,Devennie,Female,78,1976-09-25,Manufacturing,Affluent Customer,N,No,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.8250000000000001
542,Elvira,Darthe,Female,10,1975-04-08,Financial Services,Affluent Customer,N,No,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.8250000000000001
543,Angie,Tansley,Male,68,1950-11-30,Manufacturing,Mass Customer,N,No,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.8245
544,Terrence,Dalligan,Male,60,1998-02-19,Manufacturing,High Net Worth,N,Yes,2,240 Main Hill,3200,VIC,Australia,6,544,0.8245
545,Katy,Crooke,Female,0,1977-06-30,Health,Mass Customer,N,No,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.8234374999999999
546,Sammy,Borsi,Female,99,1972-04-27,Financial Services,Mass Customer,N,No,5,0 Kipling Way,2289,NSW,Australia,7,546,0.8234374999999999
547,Morganica,Ainsbury,Female,37,1973-01-06,Entertainment,High Net Worth,N,Yes,9,1 Raven Way,2151,NSW,Australia,10,546,0.8234374999999999
548,Nils,Champion,Male,69,1984-07-06,Retail,Affluent Customer,N,No,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82
549,Beverlee,Querree,Female,42,1991-04-21,Financial Services,High Net Worth,N,Yes,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82
550,Cami,Eitter,Female,34,1979-01-03,Manufacturing,High Net Worth,N,Yes,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818125
551,Reiko,Degenhardt,Female,83,1976-01-16,Financial Services,High Net Worth,N,Yes,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816
552,Cord,Dunsmore,Male,12,1999-04-21,Manufacturing,Mass Customer,N,Yes,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816
553,Gabey,Kennicott,Female,55,1958-05-14,Financial Services,Affluent Customer,N,No,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816
554,Jacqui,Devey,Female,79,1995-10-01,Financial Services,High Net Worth,N,Yes,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.8125
555,Byrom,Ramas,Male,23,1993-11-02,Manufacturing,High Net Worth,N,No,12,2 Jackson Place,2528,NSW,Australia,7,555,0.8125
556,Worthington,Ahmed,Male,79,1972-03-24,Financial Services,High Net Worth,N,No,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.8125
557,Chico,Dye,Male,46,1994-02-04,Manufacturing,High Net Worth,N,No,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.8125
558,Davidde,Cockroft,Male,70,1947-04-21,Manufacturing,High Net Worth,N,No,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.8125
559,Charlie,Dmych,Male,60,1950-03-31,Manufacturing,High Net Worth,N,No,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.8125
560,Donn,Chaney,Male,15,1951-01-29,,Mass Customer,N,No,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81015625
561,Kamila,Parsonage,Female,80,1954-03-08,Property,Mass Customer,N,No,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81
562,Barth,Sapshed,Male,4,1994-06-16,Financial Services,Mass Customer,N,Yes,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.8075
563,Padriac,Collacombe,Male,67,1967-04-07,Health,Affluent Customer,N,No,13,76 Mendota Park,2090,NSW,Australia,10,563,0.8075
564,Olive,Mozzi,Female,87,1955-07-06,Retail,Affluent Customer,N,Yes,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.8075
565,Benedict,Rosas,Male,73,1955-11-25,Financial Services,High Net Worth,N,Yes,15,898 Muir Court,2142,NSW,Australia,6,563,0.8075
